user_id,name,rag_query_text,filter_metadata_json
user_0431,Lucía Fernández,"안녕하세요! 저는 Lucía Fernández입니다. 30대 스페인 사람이고, 이번엔 가족이랑 6명이서 여행을 왔어요. 저는 여자이고, 여행할 때 음식도 참 중요하게 생각하는 편이에요. 예산은 중간 정도로 생각하고 있고, 웨이팅이 좀 있어도 기다릴 수 있어요. 매운 음식도 잘 먹는 편이고, 특별히 채식주의자는 아니에요. 피해야 하는 재료도 딱히 없고요. 오히려 해산물, 야채, 닭고기를 정말 좋아해서 이런 재료가 들어간 음식이면 더 반가워요. 평소에 양식을 좋아해서 이번 여행에서도 다양한 양식 요리를 맛보고 싶어요. 잘 부탁드립니다!","{""budget_range"": ""중"", ""spicy_available"": ""O"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""해산물,야채,닭고기"", ""suitable_for"": ""가족"", ""food_category"": ""양식""}"
user_0125,Seojun Park,"안녕하세요! 저는 Seojun Park입니다. 저는 40대 남성이고, 대한민국에서 왔어요. 이번에는 가족이랑 3명이서 여행을 왔는데, 한식 좋아하는 가족이라 같이 맛집을 찾아다니는 걸 정말 좋아합니다. 제 입맛은 맵게 먹는 것도 괜찮고, 특별히 못 먹는 재료도 없어요. 채식주의자는 아니고, 소고기랑 해산물, 야채 들어간 음식들을 특히 좋아합니다. 예산은 중간 정도로 생각하고 있고, 조금 기다릴 수 있으니까 웨이팅이 있어도 괜찮아요. 맛있는 한식집 있으면 추천 부탁드릴게요!","{""budget_range"": ""중"", ""spicy_available"": ""O"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""소고기,해산물,야채"", ""suitable_for"": ""가족"", ""food_category"": ""한식""}"
user_0060,Yara Mansour,"안녕하세요! 저는 Yara Mansour입니다. 20대 이집트 여자고요, 이번엔 친구들이랑 4명이서 한국에 여행 왔어요. 저희끼리 새로운 음식도 많이 도전해보고 싶어서 식당도 여러 군데 알아보고 있답니다. 예산은 중간 정도로 생각하고 있어서 너무 비싼 곳보다는 가성비 좋은 곳을 선호해요. 저는 매운 음식도 잘 먹는 편이라 한국 음식이 정말 기대돼요! 채식주의자는 아니고, 특별히 피해야 할 재료도 없어요. 오히려 닭고기, 야채, 해산물 들어간 요리를 정말 좋아한답니다. 중동 음식은 물론이고 한식이나 중식도 즐겨 먹어서 다양한 메뉴에 도전해보고 싶어요. 그리고 웨이팅이 좀 있더라도 괜찮으니 맛있는 집이라면 기다릴 의향도 충분히 있답니다!","{""budget_range"": ""중"", ""spicy_available"": ""O"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""닭고기,야채,해산물"", ""suitable_for"": ""친구"", ""food_category"": ""한식""}"
user_0430,Mathias Müller,"안녕하세요! 저는 Mathias Müller입니다. 50대 남성이고, 독일에서 왔어요. 이번 여행은 연인과 둘이서 함께 왔습니다. 새로운 곳에서 맛있는 음식을 즐기는 걸 정말 좋아해요.

저는 양식 음식을 선호하고, 특별히 소고기나 돼지고기, 감자, 소시지 같은 재료를 좋아해요. 매운 음식은 잘 못 먹어서 매운 건 피하고 싶고, 채식주의자는 아니기 때문에 고기 요리도 괜찮아요. 특별히 피해야 할 재료는 없어서 음식 고를 때 제약이 크진 않습니다.

예산은 중간 정도로 생각하고 있고, 웨이팅이 좀 있더라도 맛있는 곳이라면 충분히 기다릴 수 있어요. 다양한 음식 경험을 기대하면서 이번 여행을 즐기고 있습니다!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""소고기,돼지고기,감자,소시지"", ""suitable_for"": ""연인"", ""food_category"": ""양식""}"
user_0349,Samantha Baker,"안녕하세요! 저는 Samantha Baker입니다. 저는 50대 여성이고 호주에서 왔어요. 이번엔 가족이랑 6명이서 함께 여행을 왔답니다. 저희는 외식을 할 때 양식을 선호하고, 예산은 중간 정도로 생각하고 있어요. 매운 음식은 좀 어려워서 피하고 있고, 채식주의자는 아니에요. 특별히 피해야 하는 재료는 없고요, 소고기나 해산물, 야채 들어간 메뉴를 특히 좋아해요. 기다리는 건 괜찮으니, 저희 가족 모두가 맛있게 즐길 수 있는 식당이 있다면 추천해주시면 좋겠어요!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""소고기,해산물,야채"", ""suitable_for"": ""가족"", ""food_category"": ""양식""}"
user_0488,Linh Nguyen,"안녕하세요! 저는 Linh Nguyen입니다. 저는 10대 여자이고, 베트남에서 왔어요. 이번엔 친구들이랑 셋이서 여행 왔는데요, 다 같이 새로운 경험을 하는 게 정말 기대돼요. 저희는 예산이 넉넉하진 않아서 저렴하게 먹을 수 있는 곳을 선호해요. 저는 매운 음식도 잘 먹는 편이고, 채식주의자는 아니에요. 특별히 피해야 하는 재료도 없어서 먹는 데 크게 제한이 없답니다. 해산물, 닭고기, 야채를 특히 좋아하고, 동남아 음식이라면 정말 환영이에요! 그리고 기다릴 수 있으니까 맛있는 집이라면 줄 서는 것도 괜찮아요. 잘 부탁드려요!","{""budget_range"": ""저"", ""spicy_available"": ""O"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""해산물,닭고기,야채"", ""suitable_for"": ""친구"", ""food_category"": ""동남아""}"
user_0172,Mateo Rossi,"안녕하세요! 저는 Mateo Rossi입니다. 저는 30대 남자이고, 이탈리아에서 왔어요. 이번엔 연인과 둘이서 여행을 왔는데요, 새로운 곳에서 맛있는 음식을 함께 즐기는 걸 정말 좋아합니다. 저는 기다리는 것도 괜찮고, 예산은 중간 정도로 생각하고 있어요. 매운 음식은 조금 힘들어서 피하고 있고, 채식주의자는 아니에요. 특별히 못 먹는 재료도 없어서 웬만한 음식은 다 잘 먹습니다. 특히 파스타, 치즈, 해산물을 정말 좋아해서 여행할 때마다 꼭 찾아 먹으려고 해요. 양식 음식을 주로 선호하고, 맛있는 음식과 좋은 분위기에서 연인과의 특별한 시간을 보내는 게 저한테는 큰 행복이에요.","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""파스타,치즈,해산물"", ""suitable_for"": ""연인"", ""food_category"": ""양식""}"
user_0467,Sofia Johansson,"안녕하세요! 저는 Sofia Johansson입니다. 저는 20대 여성이고, 스웨덴에서 왔어요. 이번 여행은 친구랑 둘이서 함께 왔고요. 저희는 새로운 곳에서 양식 음식을 즐겨보고 싶어서 맛집을 찾아다니는 중이에요. 예산은 중간 정도로 생각하고 있어서 너무 비싼 곳보다는 가성비도 중요하게 보고 있어요. 매운 음식은 조금 힘들어서 피하고 있지만, 해산물이나 야채, 치즈가 들어간 메뉴는 정말 좋아해요! 특별히 피해야 하는 재료는 없고, 채식주의자는 아니랍니다. 웨이팅이 좀 있어도 괜찮으니까, 맛있는 곳이라면 추천해주시면 기쁘게 기다릴 수 있어요. 이런 저를 위해 잘 맞는 음식점이 있다면 꼭 소개해주세요!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""해산물,야채,치즈"", ""suitable_for"": ""친구"", ""food_category"": ""양식""}"
user_0037,Mohammed Al-Farouq,"안녕하세요! 저는 Mohammed Al-Farouq입니다. 저는 30대 남성이고, 이집트에서 왔어요. 이번 여행은 혼자 1명이서 왔는데, 혼자만의 시간을 즐기는 걸 좋아하거든요. 식당에서 조금 기다리는 것도 괜찮아요. 예산은 중간 정도로 생각하고 있고, 매운 음식도 잘 먹는 편이에요. 채식주의자는 아니지만, 돼지고기는 피하고 있습니다. 대신 닭고기, 양고기, 해산물, 야채 같은 재료를 아주 좋아해요. 음식은 주로 중동 요리를 즐기지만, 한식이나 양식도 맛있게 먹을 수 있습니다. 이런 제 취향에 맞는 맛있는 음식 추천해주시면 정말 감사하겠습니다!","{""budget_range"": ""중"", ""spicy_available"": ""O"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""닭고기,양고기,해산물,야채"", ""suitable_for"": ""혼자"", ""food_category"": ""한식,양식""}"
user_0164,Jorge Castillo,"안녕하세요! 저는 Jorge Castillo입니다. 저는 10대 남자이고, 칠레에서 왔어요. 이번엔 가족이랑 4명이서 여행 중이에요. 저희는 양식 음식을 좋아해서 그런 음식점들을 주로 찾아다니고 있어요. 저는 소고기, 닭고기, 해산물 같은 재료를 정말 좋아하고, 특별히 피해야 하는 재료는 없어요. 채식주의자는 아니고, 매운 음식도 괜찮아서 맵게 나와도 잘 먹는 편이에요. 예산은 중간 정도로 생각하고 있어서 너무 비싼 곳보다는 적당한 가격대의 맛집을 찾고 있어요. 기다리는 것도 괜찮으니까, 맛있는 곳이라면 조금 기다릴 수 있어요!","{""budget_range"": ""중"", ""spicy_available"": ""O"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""소고기,닭고기,해산물"", ""suitable_for"": ""가족"", ""food_category"": ""양식""}"
user_0021,Valentina Rossi,"안녕하세요! 저는 Valentina Rossi입니다. 저는 30대 이탈리아 여성이고요, 이번엔 연인과 둘이서 여행을 왔어요. 저희는 양식 음식을 좋아해서, 특히 파스타나 치즈, 해산물이 들어간 메뉴에 관심이 많아요. 저는 채식주의자는 아니고, 딱히 피해야 하는 재료도 없어서 거의 모든 음식을 잘 먹는 편이에요. 다만 매운 음식은 조금 힘들어서, 너무 맵지 않은 메뉴면 좋겠어요. 예산은 중간 정도로 생각하고 있고, 기다릴 수 있으니 줄이 좀 있어도 괜찮아요. 요즘 좋은 양식집 있으면 꼭 추천 부탁드려요!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""파스타,치즈,해산물"", ""suitable_for"": ""연인"", ""food_category"": ""양식""}"
user_0471,Chloe Nguyen,"안녕하세요! 저는 Chloe Nguyen입니다. 30대 여성이고, 베트남에서 왔어요. 이번 여행은 혼자 1명이서 왔고, 새로운 경험을 기대하고 있습니다. 음식에 대해서는 중간 정도 예산으로 맛있는 걸 즐기려고 해요. 매운 음식도 잘 먹는 편이고, 채식주의자는 아니에요. 특별히 피해야 하는 재료는 없고, 해산물이나 돼지고기, 그리고 야채를 정말 좋아합니다. 특히 동남아 음식에 관심이 많아서 이 지역의 다양한 요리를 맛보고 싶어요. 기다리는 것도 괜찮으니, 맛있는 음식만 추천해주시면 정말 감사하겠습니다!","{""budget_range"": ""중"", ""spicy_available"": ""O"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""해산물,돼지고기,야채"", ""suitable_for"": ""혼자"", ""food_category"": ""동남아""}"
user_0308,Marta Nowak,"안녕하세요! 저는 Marta Nowak입니다. 폴란드에서 온 40대 여성이고요, 이번엔 가족이랑 4명이서 여행 중이에요. 저희는 양식 음식을 좋아하고, 예산은 중간 정도로 생각하고 있습니다. 음식은 맵지 않은 걸 선호해요. 채식주의자는 아니고, 특별히 피해야 하는 재료도 없어서 메뉴 고를 때 크게 제한은 없어요. 특히 닭고기, 감자, 야채가 들어간 요리를 좋아해서 그런 메뉴라면 더 관심이 가네요. 식사할 때 기다릴 수 있으니, 시간 여유는 괜찮아요. 저에 대해 궁금하셨다면 이 정도면 딱 맞을 것 같아요!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""닭고기,감자,야채"", ""suitable_for"": ""가족"", ""food_category"": ""양식""}"
user_0099,Fatoumata Sylla,"안녕하세요! 저는 Fatoumata Sylla입니다. 저는 40대 여성이고, 세네갈에서 왔어요. 이번에는 가족이랑 8명이서 함께 여행을 왔답니다. 원래 가족들이랑 여행 다니는 걸 좋아해서 이번에도 같이 오게 되었어요.

음식은 한식을 가장 좋아하고, 매운 것도 잘 먹는 편이에요. 예산은 중간 정도로 생각하고 있고, 기다리는 것도 괜찮아요! 저는 채식주의자는 아니고, 특별히 피해야 하는 재료도 없어서 웬만한 음식은 다 잘 먹습니다. 특히 닭고기, 해산물, 야채가 들어간 요리를 좋아해요. 저희 가족 모두 다양한 음식을 즐기는 편이라서, 맛있는 한식 메뉴 추천해주시면 정말 좋을 것 같아요!","{""budget_range"": ""중"", ""spicy_available"": ""O"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""닭고기,해산물,야채"", ""suitable_for"": ""가족"", ""food_category"": ""한식""}"
user_0133,Ahmed Hassan,"안녕하세요! 저는 Ahmed Hassan입니다. 저는 60대 이상의 이집트 남성이고, 이번 여행은 가족이랑 5명이서 함께 오게 됐어요. 저희 가족은 중간 정도의 예산으로 여행을 즐기고 있고, 음식을 기다리는 건 조금 힘들 것 같아요.

매운 음식은 잘 못 먹고, 채식주의자는 아니에요. 돼지고기는 피하고 싶어서, 식사 선택할 때 꼭 확인하고 있어요. 대신 닭고기, 해산물, 야채를 정말 좋아해서 그런 메뉴를 찾으려고 해요. 아무래도 중동 음식을 선호하다 보니, 익숙한 맛도 그리워지고요. 앞으로도 좋은 여행과 맛있는 음식 경험을 기대하고 있습니다!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""닭고기,해산물,야채"", ""suitable_for"": ""가족"", ""food_category"": ""N/A""}"
user_0426,Soojin Kim,"안녕하세요! 저는 Soojin Kim입니다. 30대 대한민국 여자고요, 이번 여행은 친구들이랑 넷이서 함께 왔어요. 평소에 새로운 맛집을 찾아다니는 걸 좋아하는데, 이번에도 다 같이 맛있는 걸 많이 먹고 싶어서 기대가 되네요. 저는 한식 좋아하고, 야채랑 소고기, 해산물 들어간 음식이면 더 환영이에요. 특별히 못 먹는 재료는 없고, 채식주의자는 아니에요. 매운 음식도 잘 먹는 편이라 웬만한 건 도전할 수 있어요. 식사 예산은 중간 정도 생각하고 있고, 인기 있는 곳이라면 조금 기다리는 것도 괜찮아요! 저랑 친구들이 즐겁게 식사할 수 있는 한식집 추천해주시면 정말 감사하겠습니다.","{""budget_range"": ""중"", ""spicy_available"": ""O"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""야채,소고기,해산물"", ""suitable_for"": ""친구"", ""food_category"": ""한식""}"
user_0076,Claire Dubois,"안녕하세요! 저는 Claire Dubois입니다. 프랑스에서 온 30대 여성이고요, 이번에는 혼자 여행을 오게 됐어요. 혼자만의 시간을 즐기면서 새로운 곳을 탐험하는 걸 정말 좋아하거든요. 저는 보통 예산으로 여행을 즐기는 편이고, 대기하는 것도 괜찮아요. 매운 음식은 조금 힘들어서 피하는 편이고, 채식주의자는 아니에요. 특별히 피해야 할 재료는 없지만, 해산물이나 치즈, 야채가 들어간 음식들을 특히 좋아해요. 주로 양식 위주로 식사를 즐기고 있어서, 그런 메뉴라면 언제든 환영이에요!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""해산물,치즈,야채"", ""suitable_for"": ""혼자"", ""food_category"": ""양식""}"
user_0148,Erin O'Connor,"안녕하세요! 저는 Erin O'Connor입니다. 저는 50대 아일랜드에서 온 여자예요. 이번에는 가족이랑 4명이서 여행을 왔어요. 저희 가족은 양식을 좋아하고, 예산은 중간 정도로 생각하고 있어요. 매운 음식은 잘 못 먹어서 피하는 편이고, 채식주의자는 아니에요. 특별히 피해야 하는 재료는 없어서 웬만한 음식은 다 괜찮아요. 특히 소고기, 감자, 해산물 들어간 요리를 정말 좋아해요. 웨이팅이 좀 있어도 기다릴 수 있으니까, 좋은 곳 있으면 추천해주시면 감사하겠습니다!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""소고기,감자,해산물"", ""suitable_for"": ""가족"", ""food_category"": ""양식""}"
user_0261,Felipe Souza,"안녕하세요! 저는 Felipe Souza입니다. 저는 50대 남성이고 브라질에서 왔어요. 이번엔 가족이랑 5명이서 여행을 왔습니다. 저희 가족은 한식을 좋아해서 한국 음식에 도전해보고 싶었어요. 중간 정도의 예산으로 식사할 생각이고, 저는 매운 음식도 잘 먹는 편이에요. 채식주의자는 아니고, 특별히 피해야 하는 재료도 없어서 다양한 메뉴를 즐길 수 있습니다. 특히 소고기, 해산물, 그리고 야채가 들어간 요리를 좋아해요. 음식이 조금 기다려야 해도 괜찮으니, 저희 가족에게 잘 맞는 맛있는 한식 추천해주시면 정말 감사하겠습니다!","{""budget_range"": ""중"", ""spicy_available"": ""O"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""소고기,해산물,야채"", ""suitable_for"": ""가족"", ""food_category"": ""한식""}"
user_0324,Felix Müller,"안녕하세요! 저는 Felix Müller입니다. 저는 10대 남학생이고, 독일에서 왔어요. 이번엔 가족이랑 셋이서 여행을 왔답니다. 저희는 주로 양식 음식을 좋아해서, 그런 음식점들을 많이 찾아다니고 있어요. 매운 건 아직 잘 못 먹어서 맵지 않은 메뉴를 선호하고요, 채식주의자는 아니에요. 특별히 피하는 재료는 없고, 소고기나 닭고기, 감자, 치즈가 들어간 음식들을 정말 좋아해요. 예산은 중간 정도로 생각하고 있어서 너무 비싼 곳보다는 적당한 가격대의 곳이 좋을 것 같아요. 시간이 조금 걸려도 기다릴 수 있으니, 맛있는 곳이라면 추천해주시면 감사하겠습니다!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""소고기,닭고기,감자,치즈"", ""suitable_for"": ""가족"", ""food_category"": ""양식""}"
user_0236,Sofia Rossi,"안녕하세요! 저는 Sofia Rossi입니다. 이탈리아에서 온 20대 여자예요. 이번엔 친구들이랑 셋이서 여행을 왔어요. 저는 새로운 음식도 좋아하고, 웨이팅도 괜찮으니까 조금 기다리는 건 문제 없어요. 예산은 중간 정도로 생각하고 있고, 매운 음식은 잘 못 먹는 편이라 피하려고 해요. 채식주의자는 아니고, 특별히 피해야 할 재료도 없어요. 오히려 파스타, 치즈, 해산물처럼 이탈리아에서 자주 먹던 재료들은 정말 좋아하죠! 양식 위주로 먹는 걸 선호해서, 그런 메뉴가 있으면 추천해주시면 정말 감사할 것 같아요.","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""파스타,치즈,해산물"", ""suitable_for"": ""친구"", ""food_category"": ""양식""}"
user_0373,Thảo Nguyễn,"안녕하세요! 저는 Thảo Nguyễn입니다. 저는 20대 베트남 여성이고요, 이번엔 친구들이랑 8명이서 여행을 왔어요. 저희가 꽤 큰 그룹이라 북적북적, 시끌벅적하게 다니는 걸 좋아해요. 대기 시간은 괜찮으니까 맛집이라면 얼마든지 기다릴 수 있고요, 예산은 중간 정도로 생각하고 있어요.

그리고 저는 맵게 먹는 것도 잘하고, 채식주의자는 아니에요. 해산물, 돼지고기, 야채를 특히 좋아하고, 특별히 피해야 하는 재료는 없어요. 음식은 동남아 요리를 특히 선호해서, 그런 메뉴가 있으면 정말 즐겁게 먹을 것 같아요! 이렇게 저에 대해 간단히 소개드릴게요.","{""budget_range"": ""중"", ""spicy_available"": ""O"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""해산물,돼지고기,야채"", ""suitable_for"": ""친구"", ""food_category"": ""동남아""}"
user_0109,Amelia Williams,"안녕하세요! 저는 Amelia Williams입니다. 영국에서 온 60대 여성이고요, 이번엔 가족과 둘이서 여행을 왔어요. 저희는 식사할 때 오래 기다리는 건 힘들어서 바로 들어갈 수 있는 곳을 선호한답니다. 예산은 넉넉하게 잡고 있어서, 맛있고 질 좋은 음식이라면 기꺼이 즐길 준비가 되어 있어요.

저는 맵거나 자극적인 음식은 잘 못 먹는 편이라, 너무 매운 건 피하고 싶어요. 채식주의자는 아니고, 특별히 피하는 재료도 없어서 다양한 음식을 즐길 수 있답니다. 특히 소고기, 신선한 해산물, 그리고 야채를 정말 좋아해요! 양식 위주로 식사를 하고 싶어서, 분위기 좋은 레스토랑이나 멋진 서양식 요리를 기대하고 있어요.

저와 가족이 맛있는 한 끼를 즐길 수 있도록, 저희 취향에 맞는 멋진 양식 레스토랑을 추천해주시면 정말 기쁠 것 같아요!","{""budget_range"": ""고"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""소고기,해산물,야채"", ""suitable_for"": ""가족"", ""food_category"": ""양식""}"
user_0220,Zanele Ndlovu,"안녕하세요! 저는 Zanele Ndlovu입니다. 남아프리카공화국에서 왔고, 50대 여성이에요. 이번에는 가족이랑 8명이서 함께 여행을 왔어요. 저희가 다 같이 움직이다 보니 식사 자리도 조금 기다릴 수 있고, 예산은 중간 정도로 생각하고 있습니다.

저는 한식을 정말 좋아하고요, 매운 음식도 잘 먹는 편이에요. 특별히 피해야 하는 재료는 없고, 소고기, 닭고기, 해산물, 그리고 야채를 특히 좋아해요. 채식주의자는 아니어서 다양한 요리를 즐길 수 있고, 여러 가지 음식을 가족들과 함께 맛보는 걸 기대하고 있어요. 이런 저의 취향에 맞는 맛있는 한식집 추천해주시면 정말 감사하겠습니다!","{""budget_range"": ""중"", ""spicy_available"": ""O"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""소고기,닭고기,해산물,야채"", ""suitable_for"": ""가족"", ""food_category"": ""한식""}"
user_0365,Patricia Kavanagh,"안녕하세요! 저는 Patricia Kavanagh입니다. 저는 60대가 넘은 아일랜드 여성이고요, 이번에는 친구들이랑 셋이서 여행 왔어요. 음식은 너무 맵지 않은 걸 선호해서 매운 건 좀 힘들고, 채식주의자는 아니어서 고기나 해산물도 잘 먹어요. 특히 소고기, 감자, 해산물을 좋아하는데, 특별히 피해야 할 재료는 없어요. 예산은 중간 정도로 생각하고 있고, 양식 종류의 음식을 주로 찾고 있어요. 참고로 오래 기다리는 건 어려우니, 자리나 음식이 빨리 나오는 곳이면 더 좋겠네요!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""소고기,감자,해산물"", ""suitable_for"": ""친구"", ""food_category"": ""양식""}"
user_0277,Anna Müller,"안녕하세요! 저는 Anna Müller입니다. 저는 30대 여성이고, 독일에서 왔어요. 이번엔 가족이랑 4명이서 여행을 왔답니다. 저희는 양식 음식을 좋아하고, 예산은 중간 정도로 생각하고 있어요. 매운 음식은 잘 못 먹는 편이라 피하고 있고, 채식주의자는 아니에요. 특별히 피해야 하는 재료는 없고, 오히려 소고기, 감자, 야채가 들어간 요리를 정말 좋아해요. 음식 기다리는 건 괜찮으니까, 저희 가족 모두가 맛있게 즐길 수 있는 메뉴 추천 부탁드려요!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""소고기,감자,야채"", ""suitable_for"": ""가족"", ""food_category"": ""양식""}"
user_0298,Grace Njoroge,"안녕하세요! 저는 Grace Njoroge입니다. 50대 여성이고 케냐에서 왔어요. 이번엔 가족이랑 5명이서 함께 여행 중이에요. 저희는 새로운 음식을 경험하는 걸 좋아해서 이번엔 한식을 즐겨보고 싶어요. 매운 음식도 괜찮고, 특별히 못 먹는 재료도 없어서 선택의 폭이 넓답니다. 저는 채식주의자는 아니고, 닭고기랑 해산물, 그리고 신선한 야채를 정말 좋아해요. 음식 예산은 중간 정도로 생각하고 있고, 맛집이라면 조금 기다리는 것도 괜찮아요. 한국에서 좋은 음식 경험을 기대하고 있어요!","{""budget_range"": ""중"", ""spicy_available"": ""O"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""닭고기,해산물,야채"", ""suitable_for"": ""가족"", ""food_category"": ""한식""}"
user_0332,Anna Kowalska,"안녕하세요! 저는 Anna Kowalska입니다. 저는 60대가 넘은 폴란드 여성이고요, 이번에는 혼자 여행을 왔어요. 혼자만의 여행은 오랜만이라 설레기도 하네요. 식사할 땐 보통 중간 정도의 예산을 생각하고 있고, 음식이 맵지 않았으면 좋겠어요. 채식주의자는 아니고, 특별히 피해야 할 재료도 없어서 식사 선택이 자유로운 편이에요. 특히 닭고기, 야채, 생선을 좋아해서 그런 메뉴가 있으면 꼭 먹어보고 싶어요. 양식 음식을 즐기는 편이라 이번 여행에서도 다양한 양식 요리를 맛보고 싶답니다. 다만, 기다리는 건 조금 힘들어서 가능하면 바로 앉을 수 있으면 좋겠어요. 이렇게 저에 대해 간단히 소개해봅니다!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""닭고기,야채,생선"", ""suitable_for"": ""혼자"", ""food_category"": ""양식""}"
user_0345,Hannah Johnson,"안녕하세요! 저는 Hannah Johnson입니다. 40대 미국인 여성이고요, 이번에는 혼자 여행을 왔어요. 저는 대기하는 것도 괜찮아서 조금 기다리는 건 상관없고, 여행 예산은 중간 정도로 생각하고 있어요. 매운 음식도 잘 먹는 편이고, 채식주의자는 아니에요. 특별히 피해야 하는 재료도 없고, 오히려 소고기랑 해산물, 그리고 야채를 정말 좋아해요. 주로 양식을 즐기는 편이라 이번 여행에서도 그런 음식을 찾아보고 싶네요. 이렇게 저에 대해 소개드려요!","{""budget_range"": ""중"", ""spicy_available"": ""O"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""소고기,해산물,야채"", ""suitable_for"": ""혼자"", ""food_category"": ""양식""}"
user_0200,Luke Williams,"안녕하세요! 저는 Luke Williams입니다. 영국에서 온 40대 남자예요. 이번 여행은 혼자라서 1명이서 왔습니다. 저는 음식에 있어서 너무 맵지 않은 걸 선호해요. 채식주의자는 아니고, 특별히 피하는 재료도 없어요. 오히려 소고기, 해산물, 야채를 정말 좋아해서 그런 재료가 들어간 요리를 자주 찾게 됩니다. 양식 음식도 즐겨 먹는 편이고요. 예산은 중간 정도로 생각하고 있어서, 너무 비싼 곳보다는 가성비 좋은 레스토랑을 선호해요. 기다리는 것도 크게 상관없어서, 맛있는 곳이라면 조금 기다릴 의향도 있습니다. 이렇게 저만의 취향과 스타일을 가지고 여행을 즐기고 있어요!","{""budget_range"": ""저"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""소고기,해산물,야채"", ""suitable_for"": ""혼자"", ""food_category"": ""양식""}"
user_0083,Olga Petrovna,"안녕하세요! 저는 Olga Petrovna입니다. 저는 60대 이상의 러시아 여성이고요, 이번엔 가족이랑 6명이서 여행을 왔어요. 기다리는 건 조금 힘들어서 가능하면 바로 식사할 수 있었으면 좋겠고, 예산은 중간 정도로 생각하고 있습니다.

매운 음식은 잘 못 먹는 편이고, 채식주의자는 아니에요. 특별히 피해야 하는 재료는 없고, 소고기, 감자, 버섯, 닭고기를 특히 좋아해요. 한식에 관심이 많아서 이번 여행에서는 한국 음식을 다양하게 맛보고 싶어요. 맛있는 한식 추천 부탁드려요!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""소고기,감자,버섯,닭고기"", ""suitable_for"": ""가족"", ""food_category"": ""한식""}"
user_0129,Maximilian Becker,"안녕하세요! 저는 Maximilian Becker입니다. 독일에서 온 50대 남성이고요, 이번엔 친구들이랑 다섯 명이서 여행을 왔어요. 저희는 양식 음식을 주로 좋아하고, 예산은 중간 정도라 너무 비싼 건 부담스럽더라고요. 저는 맵게 먹는 건 좀 어려워서 매운 음식은 피하고, 채식주의자도 아니라서 고기나 이런 건 잘 먹습니다. 특별히 피해야 할 재료는 없고, 오히려 소고기, 돼지고기, 감자, 소시지 같은 재료를 정말 좋아해요. 음식 기다리는 건 괜찮으니까, 천천히 맛있는 거 추천해주시면 좋겠습니다!","{""budget_range"": ""중"", ""spicy_available"": ""X"", ""vegetarian_options"": ""X"", ""main_ingredients_list"": ""소고기,돼지고기,감자,소시지"", ""suitable_for"": ""친구"", ""food_category"": ""양식""}"
